Year,J,F,M,A,M,J,J,A,S,O,N,D
580,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041
581,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334
582,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304
583,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206,-0.206
584,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163
585,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136
586,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478,-0.478
587,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763,-1.763
588,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315
589,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541
590,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
591,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01,-0.2899998E-01
592,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479
593,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001,0.9810001
594,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216,-1.216
595,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906
596,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001,0.9840001
597,2.331,2.331,2.331,2.331,2.331,2.331,2.331,2.331,2.331,2.331,2.331,2.331
598,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193
599,1.545,1.545,1.545,1.545,1.545,1.545,1.545,1.545,1.545,1.545,1.545,1.545
600,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999,0.3019999
601,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999,-0.5379999
602,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401
603,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999,-0.9629999
604,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482,-2.482
605,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234,-1.234
606,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585,-1.585
607,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673
608,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01,-0.7999995E-01
609,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01,-0.1600003E-01
610,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001,0.7690001
611,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039,-1.039
612,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753,-1.753
613,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691,-1.691
614,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004,-1.004
615,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613
616,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001
617,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999,0.9299999
618,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977
619, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02, 0.7000029E-02
620,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184
621,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462
622,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448,1.448
623,1.937,1.937,1.937,1.937,1.937,1.937,1.937,1.937,1.937,1.937,1.937,1.937
624,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
625,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
626,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133
627,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047,-1.047
628,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758,-2.758
629,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001,-0.8510001
630,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161,-1.161
631,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377
632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
633,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017,-3.017
634,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286,-2.286
635,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939
636,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146,-1.146
637,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169
638,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008
639,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631
640,1.836,1.836,1.836,1.836,1.836,1.836,1.836,1.836,1.836,1.836,1.836,1.836
641,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001,0.4710001
642,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
643,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496,-1.496
644,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656,-0.656
645,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057,-2.057
646,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173,-1.173
647,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415,-1.415
648,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036,-2.036
649,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836,-0.836
650,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076,-2.076
651,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76
652,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033
653,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001,0.9250001
654,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264
655,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001,0.8280001
656,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736
657,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113
658,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579,-1.579
659,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77
660,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001,0.9380001
661,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491
662,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226
663,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755
664,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653,-2.653
665,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364,-3.364
666,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651,-3.651
667,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288,-1.288
668,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235
669,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314
670,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368,-1.368
671,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825,-1.825
672,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724,-1.724
673,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698,-0.698
674,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131
675,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548
676,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941
677,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651,-1.651
678,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901,-1.901
679,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384,-1.384
680,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985,-1.985
681,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771,-1.771
682,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193,-1.193
683,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
684,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805,-1.805
685,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754,-1.754
686,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461,-2.461
687,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301,-3.301
688,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405,-3.405
689,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309,-2.309
690,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256,-0.256
691,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001,0.5320001
692,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367
693,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471
694,1.139,1.139,1.139,1.139,1.139,1.139,1.139,1.139,1.139,1.139,1.139,1.139
695,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999,-0.8379999
696,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755,-1.755
697,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
698,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985,-2.985
699,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244
700,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139,-1.139
701,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949,-0.949
702,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313
703,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655
704,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406
705,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111,-2.111
706,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271,-1.271
707,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36
708,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487
709,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798,-0.798
710,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617,-2.617
711,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367,-2.367
712,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796,-2.796
713,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371,-2.371
714,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541,-1.541
715,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732,-1.732
716,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229,-2.229
717,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417,-2.417
718,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224,-2.224
719,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549,-3.549
720,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766,-2.766
721,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48
722,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01,-0.3299999E-01
723,1.567,1.567,1.567,1.567,1.567,1.567,1.567,1.567,1.567,1.567,1.567,1.567
724,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987
725,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545
726,2.259,2.259,2.259,2.259,2.259,2.259,2.259,2.259,2.259,2.259,2.259,2.259
727,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786
728,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198
729,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977
730,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515
731,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783
732,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585
733,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01,-0.6899998E-01
734,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567,-1.567
735,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406
736,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49
737,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492
738,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
739,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001,0.4660001
740,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327
741,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01,-0.2300000E-01
742,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009,-1.009
743,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373,-0.373
744,1.187,1.187,1.187,1.187,1.187,1.187,1.187,1.187,1.187,1.187,1.187,1.187
745,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774
746,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648,-0.648
747,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304,-1.304
748,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662,-2.662
749,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55,-1.55
750,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606,-0.606
751,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01,-0.4899999E-01
752,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
753,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001,0.9480001
754,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91
755,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023,-2.023
756,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192,-2.192
757,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773,-1.773
758,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999,0.5039999
759,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679,-1.679
760,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106
761,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217
762,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832
763,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
764,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286,-0.286
765,1.556,1.556,1.556,1.556,1.556,1.556,1.556,1.556,1.556,1.556,1.556,1.556
766,1.811,1.811,1.811,1.811,1.811,1.811,1.811,1.811,1.811,1.811,1.811,1.811
767,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893
768,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
769,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648
770,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587
771,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219
772,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897,-0.897
773,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863,-1.863
774,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189
775,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322
776,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44
777,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116
778,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655,-0.655
779,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623,-1.623
780,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302,-1.302
781,1.324,1.324,1.324,1.324,1.324,1.324,1.324,1.324,1.324,1.324,1.324,1.324
782,1.227,1.227,1.227,1.227,1.227,1.227,1.227,1.227,1.227,1.227,1.227,1.227
783,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348,-1.348
784,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
785,2.487,2.487,2.487,2.487,2.487,2.487,2.487,2.487,2.487,2.487,2.487,2.487
786,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747,-0.747
787,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017,-1.017
788,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84
789,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633,-0.633
790,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555,-0.555
791,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899,-2.899
792,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793,-1.793
793,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495
794,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756
795,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317,-1.317
796,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913,-1.913
797,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101
798,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
799,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826
800,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364,-0.364
801,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987
802,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927
803,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001,0.6190001
804,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753,-0.753
