Year,J,F,M,A,M,J,J,A,S,O,N,D
805,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362,-1.362
806,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
807,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063
808,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046,-2.046
809,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889,-1.889
810,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326,-2.326
811,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939,-0.939
812,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001,-1.001
813,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285
814,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393,-0.393
815,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737,-0.737
816,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179,-0.179
817,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528
818,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131
819,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98
820,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788,-1.788
821,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157,-0.157
822,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308
823,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679,-2.679
824,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737,-2.737
825,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361,-2.361
826,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964
827,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263
828,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72
829,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146,-2.146
830,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333
831,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335,-1.335
832,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658
833,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278
834,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443
835,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767,-0.767
836,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999,0.8479999
837,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192
838,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685,-0.685
839,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743,-0.743
840,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308
841,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785,-0.785
842,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829
843, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01, 0.2500004E-01
844,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163
845,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999,0.4779999
846,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999,0.5799999
847,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001,0.6160001
848,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488,-1.488
849,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305,-3.305
850,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96
851,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547,-2.547
852,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334,-2.334
853,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317,-2.317
854,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349,-2.349
855,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364,-2.364
856,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698,-1.698
857,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111,-3.111
858,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464,-3.464
859,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213,-0.213
860,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429
861,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12
862,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429
863,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198
864,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414
865,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999,0.5669999
866,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253,-1.253
867,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027,-1.027
868,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554
869,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707,-1.707
870,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859,-2.859
871,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14
872,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645,-2.645
873,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342,-1.342
874,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699,-1.699
875,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953,-1.953
876,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87
877,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412,-2.412
878,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795,-0.795
879,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213
880,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787,-0.787
881,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57
882,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072,-1.072
883,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17
884,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001,0.2180001
885,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897
886,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951
887,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274,-2.274
888,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942
889,1.742,1.742,1.742,1.742,1.742,1.742,1.742,1.742,1.742,1.742,1.742,1.742
890,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918
891,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236,-1.236
892,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252,-1.252
893,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896,-0.896
894,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434
895,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183
896,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358
897,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813,-1.813
898,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096,-2.096
899,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924,-2.924
900,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377,-0.377
901,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066,-2.066
902,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591,-0.591
903,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777,-0.777
904,0.829,0.829,0.829,0.829,0.829,0.829,0.829,0.829,0.829,0.829,0.829,0.829
905,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196
906,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218,-1.218
907,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661,-1.661
908,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43
909,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66
910,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261,-1.261
911,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367
912,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66
913,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223
914,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594,-0.594
915,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283
916,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178,-0.178
917,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
918,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382
919,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999,0.7919999
920,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001,0.1900001
921,2.444,2.444,2.444,2.444,2.444,2.444,2.444,2.444,2.444,2.444,2.444,2.444
922,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296
923,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245
924,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142
925,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107,-1.107
926,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152,-0.152
927,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01,-0.5900002E-01
928,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421,-2.421
929,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739,-1.739
930, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01, 0.5799997E-01
931,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231
932,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822,1.822
933,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496
934,1.181,1.181,1.181,1.181,1.181,1.181,1.181,1.181,1.181,1.181,1.181,1.181
935,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967,-0.967
936,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062,-1.062
937,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178
938,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521
939,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508
940,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313,-1.313
941,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25
942,1.336,1.336,1.336,1.336,1.336,1.336,1.336,1.336,1.336,1.336,1.336,1.336
943,1.629,1.629,1.629,1.629,1.629,1.629,1.629,1.629,1.629,1.629,1.629,1.629
944,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436
945,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827,-0.827
946,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549
947,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.726
948,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434
949,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151,-1.151
950,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625
951,1.046,1.046,1.046,1.046,1.046,1.046,1.046,1.046,1.046,1.046,1.046,1.046
952,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651,-0.651
953,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417
954,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617
955,3.012,3.012,3.012,3.012,3.012,3.012,3.012,3.012,3.012,3.012,3.012,3.012
956,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728
957,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525
958,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085,-1.085
959,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358
960,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216,-2.216
961,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711,-0.711
962,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
963,0.372,0.372,0.372,0.372,0.372,0.372,0.372,0.372,0.372,0.372,0.372,0.372
964,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
965,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942
966,1.744,1.744,1.744,1.744,1.744,1.744,1.744,1.744,1.744,1.744,1.744,1.744
967,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714
968,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287
969,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584,-1.584
970,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825,-0.825
971,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645
972,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112
973, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01, 0.3800005E-01
974,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01,-0.6000000E-01
975,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807,-1.807
976,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353,-1.353
977,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184,-1.184
978,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511,-0.511
979,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972,-0.972
980,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128,-2.128
981,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472,-2.472
982,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968,-2.968
983,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517,-1.517
984,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134,-1.134
985,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312,-1.312
986,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01,-0.9100002E-01
987,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013,-1.013
988,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913,-2.913
989,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03
990,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795,-3.795
991,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809,-1.809
992,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999
993,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165
994, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01, 0.9600002E-01
995,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165,1.165
996,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01
997,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686
998,1.618,1.618,1.618,1.618,1.618,1.618,1.618,1.618,1.618,1.618,1.618,1.618
999,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466,-1.466
1000,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603,-1.603
1001,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999,0.6949999
1002,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01,-0.9800002E-01
1003,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564
1004,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
1005,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588
1006,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795
1007,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195
1008,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622
1009,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848,-1.848
1010,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339,-2.339
1011,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001
1012,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02,-0.7999957E-02
1013, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01, 0.8800000E-01
1014,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413,-0.413
1015,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507
1016,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001,0.6140001
1017,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141
1018,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285
1019, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01, 0.6099999E-01
1020,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362,-0.362
1021,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999,0.9679999
1022,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947
1023,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131
1024,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749,-0.749
