Year,J,F,M,A,M,J,J,A,S,O,N,D
1762,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688,102.453644688
1763,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255,77.0044489255
1764,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424,83.0002671424
1765,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145,101.775240145
1766,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443,79.4627205443
1767,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981,118.974943981
1768,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527,81.9034507527
1769,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735,113.315469735
1770,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855,91.4668475855
1771,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073,88.6992493073
1772,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007,132.421493007
1773,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316,121.749335316
1774,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932,159.035699932
1775,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168,158.670138168
1776,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935,104.729274935
1777,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571,109.435065571
1778,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699,109.364726699
1779,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427,89.138907427
1780,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229,81.6546299229
1781,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341,78.2628061341
1782,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451,117.410689451
1783,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994,99.849677994
1784,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457,119.221605457
1785,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314,119.137262314
1786,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069,83.8882230069
1787,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987,96.5338737987
1788,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543,83.0623012543
1789,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575,112.266374575
1790,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119,110.522337119
1791,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944,111.732254944
1792,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168,102.626476168
1793,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399,71.4317539399
1794,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547,76.5959812547
1795,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299,97.8717917299
1796,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487,104.421984487
1797,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655,118.478364655
1798,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285,111.33775285
1799,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318,123.703276318
1800,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069,100.815022069
1801,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477,111.842408477
1802,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721,78.4351789721
1803,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267,104.793837267
1804,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541,104.084311541
1805,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394,111.059106394
1806,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308,125.534587308
1807,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709,114.830579709
1808,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756,113.976684756
1809,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252,100.317467252
1810,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638,105.99804638
1811,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192,100.853122192
1812,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238,120.52106238
1813,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381,117.008520381
1814,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922,82.436152922
1815,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273,87.4496747273
1816,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783,126.853954783
1817,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941,107.009390941
1818,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275,117.29527275
1819,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226,131.209383226
1820,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929,105.76424929
1821,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103,125.581693103
1822,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107,124.593646107
1823,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078,130.832480078
1824,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275,103.070118275
1825,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261,107.519661261
1826,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937,122.623834937
1827,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288,107.3081288
1828,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239,101.900501239
1829,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774,123.975943774
1830,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589,91.7644536589
1831,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062,100.293824062
1832,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949,81.3753327949
1833,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586,92.082672586
1834,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043,94.458681043
1835,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322,76.7369729322
1836,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614,72.7782135614
1837,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158,97.7094256158
1838,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018,120.145194018
1839,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938,130.872536938
1840,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139,90.7951748139
1841,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929,110.310691929
1842,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084,88.1656117084
1843,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128,94.2561642128
1844,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769,100.91459769
1845,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077,123.161587077
1846,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253,118.202471253
1847,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078,106.728015078
1848,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218,118.790891218
1849,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334,108.557804334
1850,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139,121.903421139
1851,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977,110.668492977
1852,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376,85.3130718376
1853,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203,120.976358203
1854,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886,94.6862019886
1855,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527,66.1111089527
1856,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576,106.199723576
1857,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853,109.061262853
1858,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281,106.699027281
1859,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197,120.822532197
1860,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016,105.152094016
1861,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256,104.455085256
1862,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857,100.464124857
1863,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571,99.0013067571
1864,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063,108.371162063
1865,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996,106.574643996
1866,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301,114.491134301
1867,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998,122.673563998
1868,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625,118.728299625
1869,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371,112.148333371
1870,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003,108.349384003
1871,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857,119.3413857
1872,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256,106.771467256
1873,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557,110.496156557
1874,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889,130.722627889
1875,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009,79.5639483009
1876,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813,90.9019305813
1877,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965,107.635079965
1878,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547,77.9458320547
1879,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281,114.99487281
1880,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539,108.525293539
1881,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836,92.5901941836
1882,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077,84.2168018077
1883,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253,95.1032253253
1884,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472,83.1464414472
1885,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824,104.987336824
1886,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323,85.588744323
1887,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378,101.991115378
1888,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792,95.1610325792
1889,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769,60.2887209769
1890,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139,103.200391139
1891,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451,91.1926182451
1892,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164,82.3766029164
1893,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046,97.9309823046
1894,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049,122.357460049
1895,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967,112.858442967
1896,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273,98.2619145273
1897,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763,108.8262763
1898,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415,116.168342415
1899,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548,106.171599548
1900,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411,116.285124411
1901,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521,96.5389290521
1902,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387,103.059461387
1903,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026,110.93994026
1904,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566,108.877182566
1905,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564,101.344046564
1906,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405,90.1453463405
1907,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474,111.095647474
1908,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036,111.448907036
1909,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148,119.094282148
1910,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431,115.664520431
1911,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184,60.7703398184
1912,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327,100.504612327
1913,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075,94.0802779075
1914,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871,54.6791370871
1915,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773,110.775349773
1916,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938,121.135905938
1917,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774,106.775855774
1918,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035,97.9692157035
1919,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052,114.070424052
1920,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865,108.327511865
1921,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831,90.8148092831
1922,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642,122.227659642
1923,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288,100.982316288
1924,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771,124.082110771
1925,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845,70.3708447845
