1750,-0.18
1751,0.247
1752,-1.094
1753,-8.00E-02
1754,1.346
1755,-3.594
1756,0.63
1757,-0.85
1758,-0.778
1759,-2.037
1760,1.249
1761,0.625
1762,-2.354
1763,-1.172
1764,-2.156
1765,-2.865
1766,0.4299999
1767,-2.761
1768,2.393
1769,-0.686
1770,-0.253
1771,2.00E-03
1772,-1.366
1773,-1.352
1774,-2.319
1775,-0.357
1776,1.615
1777,-6.50E-02
1778,-2.763
1779,-1.379
1780,0.215
1781,0.638
1782,-1.399
1783,-1.066
1784,-2.308
1785,0.104
1786,1.101
1787,0.1900001
1788,1.053
1789,-0.79
1790,-1.222
1791,-3.57
1792,-1.276
1793,1.951
1794,1.604
1795,0.592
1796,1.871
1797,-1.227
1798,-0.727
1799,-3.289
1800,0.777
1801,-0.714
1802,0.276
1803,-1.826
1804,0.6900001
1805,-0.563
1806,-3.81
1807,-8.90E-02
1808,0.518
1809,0.531
1810,-0.8149999
1811,-1.291
1812,-1.047
1813,-1.954
1814,1.137
1815,-1.20E-02
1816,-2.391
1817,0.618
1818,-2.23
1819,-5.095
1820,-2.185
1821,-1.998
1822,-2.792
1823,-2.244
1824,0.596
1825,-0.271
1826,-2.193
1827,1.046
1828,1.37
1829,-0.277
1830,1.877
1831,1.305
1832,1.257
1833,1.913
1834,7.80E-02
1835,-0.374
1836,-4.30E-02
1837,-2.253
1838,-3.382
1839,-3.984
1840,1.429
1841,-1.791
1842,0.4560001
1843,-1.448
1844,-2.757
1845,-3.36
1846,0.877
1847,1.37
1848,-0.952
1849,-1.624
1850,-0.49
1851,-0.748
1852,-5.50E-02
1853,-0.9400001
1854,-0.37
1855,-0.257
1856,-2.979
1857,-0.828
1858,-1.546
1859,-0.624
1860,6.30E-02
1861,-1.65
1862,1.718
1863,0.406
1864,-3.062
1865,-6.60E-02
1866,0.8099999
1867,0.107
1868,8.10E-02
1869,-0.152
1870,-0.425
1871,-2.132
1872,-2.633
1873,-1.232
1874,-1.699
1875,0.9530001
1876,0.161
1877,-1.041
1878,1.349
1879,-3.375
1880,-2.96
1881,-1.815
1882,0.4970001
1883,0.804
1884,2.155
1885,-1.719
1886,1.882
1887,-2.313
1888,7.00E-03
1889,3.426
1890,-1.144
1891,3.30E-02
1892,0.719
1893,-2.061
1894,-2.728
1895,-2.317
1896,3.60E-02
1897,-0.286
1898,-2.318
1899,-1.418
1900,-1.951
1901,0.35
1902,-0.144
1903,2.522
1904,5.50E-02
1905,-0.85
1906,0.86
1907,0.8169999
1908,0.967
1909,0.288
1910,-1.297
1911,-5.25
1912,1.219
1913,-1.118
1914,-3.867
1915,1.428
1916,2.247
1917,1.479
1918,-2.539
1919,-0.379
1920,0.264
1921,-0.641
1922,1.977
1923,-1.729
1924,2.856
1925,-3.188
1926,-3.155
1927,0.9349999
1928,1.894
1929,0.589
1930,-2.532
1931,-1.661
1932,-1.823
1933,-1.641
1934,-0.787
1935,1.238
1936,-1.917
1937,1.294
1938,2.194
1939,-0.241
1940,-0.503
1941,-1.003
1942,-0.307
1943,-0.29
1944,-2.315
1945,0.219
1946,1.54
1947,6.80E-02
1948,0.2460001
1949,0.7960001
1950,0.836
1951,1.188
1952,-0.639
1953,-0.44
1954,-1.903
1955,-0.752
1956,0.206
1957,0.3329999
1958,1.943
1959,-2.198
1960,-0.444
1961,0.982
1962,0.16
1963,-1.58
1964,-1.338
1965,-0.5369999
1966,-2.335
1967,-0.695
1968,-0.505
1969,-0.609
1970,-0.846
1971,-5.00E-03
1972,1.429
1973,1.737
1974,1.555
1975,1.903
1976,9.50E-02
1977,-2.963
1978,0.951
1979,2.888
1980,0.339
1981,-1.51
1982,0.9069999
1983,3.00E-03
1984,2.775
1985,-1.706
1986,-3.69
1987,-1.933
1988,-3.336
1989,3.762
1990,0.203
1991,-1.277
1992,0.6389999
1993,-1.34
1994,1.411
1995,-3.20E-02
1996,2.745
1997,-0.739
1998,-0.606
1999,-4.529
2000,0.447
2001,-0.8119999
2002,-5.086
2003,4.548
2004,2.859
2005,0.6849999
2006,-0.85
