933,351.78,349.58,.,353.98
934,336.58,235.89,.,437.28
935,395.99,399.58,.,392.4
936,310.48,267.52,.,353.44
937,356.25,300.75,.,411.75
938,343.28,328.01,.,358.55
939,366.42,299.59,.,433.25
940,440,377.71,.,502.3
941,418.94,230.79,.,607.09
942,463.09,284.43,.,641.76
943,398.35,308.91,.,487.79
944,476.01,341.71,.,610.32
945,368.75,331.94,.,405.57
946,296.48,287.63,.,305.34
947,315.61,307.6,.,323.62
948,289.25,303.52,.,274.98
949,317.27,336.46,.,298.09
950,298.13,249.01,.,347.26
951,290.85,236.33,.,345.38
952,350.19,274.66,.,425.72
953,338.01,293.03,.,383
954,387.45,341.13,.,433.78
955,381.11,355.85,.,406.38
956,366.27,251.48,.,481.07
957,439.5,402.49,.,476.51
958,339.92,257.61,.,422.23
959,449.49,306.14,.,592.85
960,311.55,258.92,.,364.19
961,344.64,311.39,.,377.89
962,356.7,326.11,.,387.3
963,403.99,331.22,.,476.77
964,405.81,360.37,.,451.25
965,359.13,340.11,.,378.16
966,409.76,392.73,.,426.8
967,387.52,370.28,.,404.76
968,384.03,387.48,.,380.58
969,303.01,286.18,.,319.85
970,361.76,290.55,.,432.98
971,396.32,322.32,.,470.33
972,383.07,320.28,.,445.87
973,321.43,288.07,.,354.79
974,415.66,414.74,.,416.59
975,314.9,291.42,.,338.39
976,301.05,259.94,.,342.16
977,364.71,323.05,.,406.38
978,313.71,267.81,.,359.62
979,380.27,344.77,.,415.78
980,327.44,321.6,.,333.29
981,328.34,274.22,.,382.46
982,478.46,261.69,.,695.23
983,349.4,268.25,.,430.56
984,424.78,371.44,.,478.12
985,336.02,238.8,.,433.25
986,335.3,287.34,.,383.27
987,340.39,302.35,.,378.43
988,335.06,307.02,.,363.11
989,320.93,304.54,.,337.32
990,264.83,230.5,.,299.16
991,305.6,268.25,.,342.96
992,378.53,401.47,.,355.59
993,379.79,378.73,.,380.85
994,376.4,309.35,.,443.46
995,330.78,328.01,.,333.56
996,422,372.61,.,471.4
997,340.07,319.99,.,360.16
998,425.63,405.12,.,446.14
999,391.52,331.8,.,451.25
1000,295.49,215.77,.,375.21
1001,368.42,338.79,.,398.05
1002,407.27,375.38,.,439.16
1003,351.43,294.34,.,408.53
1004,403.73,370.72,.,436.74
1005,323.8,310.95,324.21,336.24
1006,359.33,285.16,399.34,393.48
1007,441.84,298.42,418.38,608.71
1008,396.93,342.15,406.54,442.11
1009,337.98,320.14,394.9,298.9
1010,377.35,326.7,404.34,401
1011,340.12,283.7,346.4,390.25
1012,422.99,313.14,404.88,550.94
1013,398.25,329.17,395.52,470.06
1014,354.64,273.35,404.34,386.22
1015,410.33,291.86,416.93,522.19
1016,413.96,361.68,478.67,401.54
1017,329.08,263.15,354.54,369.56
1018,354.39,307.6,386.82,368.76
1019,318.02,273.35,295.01,385.69
1020,388.94,293.03,389.22,484.57
1021,403.12,345.21,375.27,488.87
1022,362.6,363.57,354.66,369.56
1023,352.44,292.01,343.63,421.69
1024,539.52,395.64,511.02,711.89
1025,313.94,292.88,337.15,311.79
1026,321.72,287.34,269.28,408.53
1027,342.11,283.11,364.53,378.7
1028,372.04,243.61,422.35,450.17
1029,361.18,323.64,429.29,330.6
1030,371.02,281.8,424.88,406.38
1031,438.47,382.96,448.42,484.03
1032,367.38,364.59,379,358.55
1033,312.29,283.99,323.62,329.26
1034,326.2,309.79,358.62,310.18
1035,382.46,306.58,479.57,361.23
1036,377.79,314.45,428.94,389.98
1037,372.47,299.44,401.92,416.05
1038,410.62,288.94,445.18,497.73
1039,355.2,322.47,413.07,330.06
1040,421.65,395.2,410.44,459.31
1041,327.8,272.04,341.81,369.56
1042,416.13,377.57,417.43,453.4
1043,322.31,296.52,338.2,332.21
1044,343.98,267.96,362.97,401
1045,290.01,210.82,339.63,319.59
1046,458.14,330.92,449.85,593.66
1047,361.75,264.17,371.71,449.37
1048,272.23,202.07,280.53,334.1
1049,429.66,328.88,391.44,568.67
1050,306.69,273.49,355.22,291.37
1051,364.48,306.14,376.64,410.67
1052,376.44,271.75,432.66,424.92
1053,430.65,397.1,448.7,446.14
1054,338.91,275.53,336.96,404.23
1055,359.66,295.21,368.26,415.51
1056,288.02,307.6,312.1,244.35
1057,353.99,273.49,384.24,404.23
1058,356.11,334.28,386.53,347.53
1059,394.76,317.08,406.55,460.65
1060,327.09,313.58,325.52,342.16
1061,320.1,280.05,322.77,357.47
1062,376.39,281.37,470.19,377.62
1063,390.63,251.34,515.8,404.76
1064,604.71,340.98,654.05,819.1
1065,516.73,340.69,606.69,602.8
1066,460.34,373.78,492.84,514.39
