,Jan,Feb,Mar,April,May,June,July,Aug,Sep,Oct,Nov,Dec
1750,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206,25.28863137028206
1751,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944,15.299450087590944
1752,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994,2.723679640727994
1753,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144,8.498164001230144
1754,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435,-16.699434744101435
1755,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524,21.547882878325524
1756,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744,23.929420478065744
1757,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929,15.489233769296929
1758,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379,7.761245844848379
1759,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017,-13.498593237331017
1760,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556,-30.04250151889556
