,pred5,pred50,pred95
1750,-14.890467049180938,24.690438406416323,65.30117497790205
1751,-24.32285751324742,14.565628612272143,53.8960177610293
1752,-36.97702772861427,2.520135121824633,43.38190995603174
1753,-29.580169212955433,10.35714542115712,50.48759380353529
1754,-54.036039040796965,-15.83699511893805,26.58893459662548
1755,-18.670620406355315,22.19562709300012,62.113645922810065
1756,-16.077077068455104,25.618261721089613,66.09069046113854
1757,-24.70172999746643,15.09123903778869,56.235457047836405
1758,-30.789753569189166,8.902688014193036,48.00388676689568
1759,-51.924561461116994,-12.674154895438166,26.22670419075284
1760,-70.0648710738867,-30.452793805935503,11.262744692087132
1761,-61.26887084304614,-22.405067389808927,20.51953449884881
1762,-63.290467749124616,-22.973379828598844,19.39441649396931
1763,-38.313838599442946,2.810819275426466,42.93659527776158
1764,-60.3498915364148,-18.95574006188391,21.91103825337288
1765,-36.06965180432724,3.0292907744416238,43.66786533208544
1766,-56.011346609593616,-16.893930818726464,23.521160960719723
1767,-57.745332592697345,-15.187759785500736,26.141792043994823
1768,-32.869287573082595,8.397862322720222,48.61912976774348
1769,-39.431021667709956,-2.6048648313677782,39.88550021552692
1770,-57.89505774570438,-18.16483172958371,22.050694378607286
1771,-23.973865284731676,17.32577873943503,57.02898788800493
1772,-52.1884195117466,-15.339565233719835,24.084947215365684
1773,-55.08042781778475,-13.856308009534432,26.744813732583356
1774,-87.32404563836155,-46.02024596929418,-3.138471974957241
1775,-68.33286765321964,-30.183150962277917,7.260281768868953
1776,-18.279390953167827,21.975707673313064,63.54653204773177
1777,-22.784916425023976,14.466213731538772,56.0627025584203
1778,-36.48855265453928,1.5139292159204354,41.75301813902348
1779,-5.129535329125574,39.849730254045845,80.13599442288915
1780,-17.279149263214318,21.19631309680703,62.148375684101055
1781,-38.122522786244,2.737766482235635,44.090088567761335
1782,-30.39538037373326,11.026247926570282,49.96219465500236
1783,-33.897133883557856,4.8513026668655295,45.08335823381009
1784,-61.72437502972424,-18.316248649482596,24.442290218919577
1785,-40.54791955007397,1.2575579584316587,43.03993381820476
1786,-12.926561183870412,26.53425622724421,65.89420430971953
1787,-42.815810767951625,-2.7492484660655636,35.71040390335723
1788,-25.450254664300395,16.3119901855055,55.131880281197944
1789,-52.94337486987687,-13.779394965732262,24.787215477705296
1790,-43.53491934549571,-2.635827568892646,36.39707279172636
1791,-45.998236082422984,-8.164973928980853,31.815253663601162
1792,-60.60637133498729,-20.48852152618081,21.242405037252464
1793,-32.72620975914485,6.9889866130686045,48.62593891914315
1794,-31.383498196187617,11.341372568012451,50.61127986827727
1795,-26.15702063452619,12.74085672646666,50.16526040458079
1796,-15.627784141643446,24.491089035506533,64.79850341798077
1797,-21.346573506958723,20.494833751014625,61.033948046299116
1798,-31.48620609448256,10.680876855899617,49.47117091516803
1799,-47.35698953186693,-9.595912469296714,30.15042147062306
