,recon
1750,-0.069159754776
1751,-0.378151938882
1752,-1.00228170748
1753,0.436645773093
1754,0.898147197377
1755,0.50467951093
1756,2.6303114109
1757,1.51192812428
1758,-0.862140226844
1759,1.1260043925
1760,3.44573748863
1761,1.12143441929
1762,1.44564801612
1763,1.97434789681
1764,1.20633492746
1765,0.898339823896
1766,2.0561929653
1767,-0.463370203866
1768,1.7090140043
1769,-0.362121333675
1770,0.462072811392
1771,1.71315109908
1772,-0.203782391529
1773,-0.604877711733
1774,-3.35317874799
1775,-3.47571557252
1776,-0.233247055351
1777,-0.244019993267
1778,0.600715310848
1779,2.18555098547
1780,2.04055141137
1781,1.82632583828
1782,-0.156400228257
1783,1.00954840422
1784,-0.133350449878
1785,-0.130088285972
1786,2.2286535978
1787,1.57576547565
1788,2.40546763906
1789,0.691585273071
1790,0.39094143489
1791,0.550975678277
1792,1.80937456034
1793,3.73848981601
1794,2.62389162301
1795,1.09203039222
1796,1.40644884661
1797,-0.207015560905
1798,0.184742522237
1799,-0.95713608236
1800,1.00910663984
1801,0.200893845712
1802,3.22277560606
1803,0.784438591665
1804,0.841550118959
1805,0.210309727526
1806,-1.03063592854
1807,0.527555512407
1808,0.595942956853
1809,1.33657856207
1810,1.70711651655
1811,1.61929555979
1812,0.267282397097
1813,0.12710032324
1814,2.91858806566
1815,2.26382931669
1816,-0.307165009003
1817,1.06091399991
1818,0.106741380142
1819,-0.990507220829
1820,0.966546068495
1821,-0.505100276325
1822,-0.277717167215
1823,-1.32528124535
1824,0.820878128288
1825,0.978476278882
1826,-0.170946397484
1827,1.04543638432
1828,0.976065064068
1829,-0.467926221499
1830,1.72153748547
1831,0.742792228501
1832,1.96100363903
1833,1.17476669271
1834,0.924089055919
1835,2.38054367231
1836,2.58779529213
1837,1.04247222608
1838,-0.242862755213
1839,-0.907914371049
1840,1.54809361124
1841,0.393397028783
1842,2.30525248666
1843,1.55270733758
1844,1.23400411633
1845,-0.407424739699
1846,0.96954832968
1847,1.21856616265
1848,0.340883659776
1849,0.998346095082
1850,-0.330640235586
1851,0.837785565572
1852,2.05199824383
1853,0.0796551115503
1854,0.80533279125
1855,3.50012378151
1856,1.08356307789
1857,0.526606032722
1858,0.835956674437
1859,-0.0962031075329
1860,1.04450012627
1861,0.761306975758
1862,1.29306268814
1863,1.7725211483
1864,0.704531053556
1865,0.543400330382
1866,-0.0512063786656
1867,-0.661251258232
1868,-0.421067905674
1869,0.211086107997
1870,0.805136765279
1871,-0.544166901453
1872,0.974180488396
1873,0.304366768487
1874,-1.05796644415
1875,2.01682358798
1876,1.97961776993
1877,0.532783697142
1878,2.72300966622
1879,0.0633476878806
1880,0.203807524624
1881,0.635765448375
1882,1.56838651556
1883,0.865626658696
1884,1.71979724084
1885,-0.0214987609863
1886,2.06301035499
1887,0.693247859313
1888,0.786234310213
1889,3.34266086369
1890,0.670950772201
1891,1.77098209629
1892,2.16972386488
1893,1.24584045683
1894,-0.130407820168
1895,0.0425644972885
1896,0.466493050843
1897,0.089538846289
1898,-0.338964997828
1899,0.442155256376
1900,0.0674357215971
1901,0.512346492098
1902,0.482663484299
1903,1.45934401818
1904,1.6706842798
1905,0.587760563633
1906,0.289589505379
1907,1.82750276636
1908,1.52973571326
1909,2.05266487273
1910,1.98312531594
1911,-1.38259118858
1912,0.0416216818569
1913,0.124497103802
1914,-2.10580724907
1915,1.72402019544
1916,2.05025354465
1917,0.955982473734
1918,0.186481296009
1919,1.69763958383
1920,1.11463346259
1921,0.621349785086
1922,2.52374045027
1923,0.593223656442
1924,2.95364436601
1925,-1.10882530591
1926,-0.397171072164
1927,2.20723890074
1928,2.62188175123
1929,1.58098443307
1930,-1.07655635353
1931,-0.674474254972
1932,0.00395573429058
1933,-1.1876229049
1934,-0.569042370026
1935,0.149059591388
1936,-0.811350746378
1937,0.821179151078
1938,2.68994155696
1939,1.46200531208
1940,2.62083514405
1941,1.61439851617
1942,2.13534680212
1943,1.68783780812
1944,-0.0255825643706
1945,0.385479783515
1946,1.05116581976
1947,-0.300506296331
1948,0.823686443667
1949,2.26679709172
1950,3.27120693185
1951,2.80986492381
1952,1.23717581682
1953,1.68417065491
1954,-0.54467955759
1955,-0.589422807279
1956,0.122468923564
1957,1.00789295375
1958,1.43636590483
1959,0.064805191925
1960,-0.268660312049
1961,0.835713485723
1962,0.381308927909
1963,-0.45146317234
1964,-0.546478898762
1965,0.701497890921
1966,-1.35198719877
1967,0.434287769256
1968,0.512029643745
1969,0.205950615885
1970,0.0678730226014
1971,1.85634898494
1972,2.69097263374
1973,2.74101121567
1974,2.39513693022
1975,2.09396759155
1976,2.25947250038
1977,0.383295796258
1978,0.804604101842
1979,0.881288620729
1980,1.03862086935
1981,0.13950052432
