,pred5,pred50,pred95
1750,73.141664381614206,153.4456806551984,233.27500253368194
1751,54.750942132253172,136.430707316444,212.77522647162854
1752,31.045160013662041,110.51084945964521,197.0195601560572
1753,44.776490289770059,123.54506793714695,210.96823308169638
1754,-5.7707925975593781,72.245333571433207,153.98904788648139
1755,62.099200452112591,149.7658907887652,227.04162825114872
1756,76.220066215226197,154.82298111609654,238.35262681697526
1757,50.0554000944378,133.54141430995571,213.98343447457432
1758,42.216985906725725,119.50645309761494,203.87878479946883
1759,-7.5172176483097388,75.862708025282032,158.44091120627493
1760,-44.843703472996765,40.348733737244409,126.82767890511724
1761,-22.326346645394381,61.832660614550413,152.4049881006348
1762,-25.136934734192749,53.269656406325751,135.86545354429296
1763,24.195670035248867,104.85522336094073,182.78965547256126
1764,-13.048826919652512,67.361219666819721,145.67602310656932
1765,34.047825057100241,116.50176820506383,195.26482640629501
1766,-9.3488149170922981,69.891761434661689,149.21323299455926
1767,-14.351521937929164,70.605187296304933,152.58681039435118
1768,37.627296308861943,123.49517543223627,207.17725715175834
1769,20.731285255177482,102.1323252475114,180.93967801217127
1770,-23.707711083494587,64.640262258164142,152.00408709144455
1771,62.933654617775048,137.38756611488881,225.00428863300033
1772,-9.2283711680939149,71.149020701127313,152.0569976310793
1773,-8.7399829409255148,73.504279525356608,162.63221798225541
1774,-73.478182227771612,11.298387236812061,92.485078663100154
1775,-33.878047159454553,46.607299698619705,128.50914350626215
1776,63.995255012595514,145.8827581268898,226.69614126896442
1777,59.325868883319274,135.80595906848697,214.23724383869427
1778,27.253783403129702,113.49873148319378,186.54681625163153
1779,95.082035821554499,182.89598926644402,268.92205028421967
1780,68.542819521478805,147.63620131078054,236.59568034511659
1781,31.038116659158874,106.68274926623991,186.69923182950868
1782,41.020736096284281,120.82271543327667,196.93049882250995
1783,32.997548574426702,112.07703200321913,195.3294246314606
1784,-20.204592005524574,64.880974886712508,143.68750469544267
1785,23.457897364056763,102.09379364450459,185.40894499853354
1786,76.255951395897682,157.69903745788952,241.4690977606127
1787,19.288414739024688,98.048296110915231,174.95261931994324
1788,51.689294139298241,134.81304124829714,218.65633583591938
1789,-8.3504401751469715,75.124639627716221,157.44253190803994
1790,9.8893047405351808,96.436058719449306,172.1634715812537
1791,2.8756737814698852,89.129919426414773,174.39195847646442
1792,-25.812149931054165,62.910500452022518,143.32408667934993
1793,38.02766603285869,118.36656017438693,196.34615725189099
1794,40.979269939446858,123.38275287380399,204.66548023635204
1795,55.855523976251682,130.43551065658113,212.78711174270416
1796,71.801960253031552,154.76542834832935,237.66506741246286
1797,63.201929675166241,145.21014908144278,224.60303400395378
1798,50.116709410483224,129.03400545863826,206.37832581907401
1799,5.8751447951685378,86.844815500533144,169.45618639983184
1800,16.535392540264127,98.304327383082224,180.14484309269091
1801,4.0607128019262859,77.365401025014961,160.76726405126752
1802,43.147973045213419,127.33638314681895,209.04244916700011
1803,29.10244851200153,109.44279391731371,197.35131082749359
1804,4.8789280314125705,86.628934583065117,168.41749066400962
1805,30.654931049234165,110.79165837552918,196.00452505895146
1806,19.349861875803938,95.504818248176662,172.57500136036259
1807,9.8857712315796107,86.724078676632928,164.10652840968731
1808,8.3484149633675173,83.261380097161151,166.8023820437443
1809,5.4892650219038472,86.106049299229866,169.70136525922553
1810,9.4708667217874307,98.731427605136787,177.802131716687
1811,3.4474975452819621,90.291978798486952,167.39219081260052
1812,-1.761551378725386,78.560612644023536,162.11099796500824
1813,9.7660692861080349,88.441285944128822,174.21910277032981
1814,42.861758243828014,120.86597981425157,199.44631374083608
1815,36.129214741295741,112.46783776102173,192.21486256718285
1816,14.746213530153327,98.053269405240101,176.37398638842723
1817,40.373442814281894,118.71815547218866,196.58996893490956
1818,20.513304078297736,100.56230000429525,176.85293985879161
1819,-4.5863964637824353,78.816010161829084,160.01333407894563
1820,33.879732315089072,117.93017115755396,199.60762414600785
1821,-22.459866129879728,59.028759351507212,141.4830810793801
1822,9.5096862933713595,85.316291042115807,166.33363277290539
1823,24.941368138419989,102.51154291528074,188.54291267541078
1824,47.811237169977794,133.54931223069224,209.1427168190034
1825,21.308293267023643,105.2979520055756,184.18060887928573
1826,-4.5335341375748186,75.622159864448989,154.12440094640405
1827,34.035447021353505,115.23235586954834,198.25174599385508
1828,42.235325237650521,115.74296259058652,195.3367076994918
1829,22.542948828451202,95.574176239886356,177.48871709814199
1830,31.905233968867293,117.30603271899999,196.7113309597392
1831,26.869171578844956,106.06024307659555,185.80356134935352
1832,35.561444452002902,111.31267502420808,191.66241865686541
1833,49.12996633533006,129.92875523256751,212.02172385368587
1834,27.17954000505479,111.87471827929407,189.3684600660383
1835,27.443427951105733,110.63958065946443,196.76693091394762
1836,21.780232257507933,102.4532298882617,190.14816814707669
1837,6.6172625551679261,87.446329811093989,164.32139617166365
1838,-13.597721592433743,75.188816116910345,157.62459341739515
1839,-7.7072847501901975,78.038751126420877,156.64040420615379
1840,56.481553586274778,133.68004096987553,215.1518418985722
1841,21.561383454816536,107.10441368501395,184.72179109128368
1842,31.516631543276901,112.2539473020708,193.86028352846611
1843,32.60753900603298,110.63035079868524,195.00969772277676
1844,16.189390558912024,97.944581130899238,182.56378959409369
1845,-12.841898229335229,74.053272379563708,154.58434470556932
1846,27.637558010685439,107.36982155605043,185.92413191079106
1847,27.666269550111465,110.72259244301422,192.09648927031233
1848,9.1169675621085986,88.616591887095353,170.95877037184843
1849,27.816947388800983,106.78248275791003,187.20413450754938
1850,-9.2700240608978817,71.052544981832455,153.69112676737794
1851,22.236852726708477,99.011955054902828,176.20986025936847
1852,53.988680087794201,134.49224280537152,219.53135934729553
1853,-0.14999704928251845,77.854010324696588,167.67096386293116
1854,19.706947959121223,102.01330292757724,185.40345320000711
1855,85.07636675624471,170.30454173037106,255.10066327506539
